식품명,식품대분류명,대표식품명,식품중분류명
깐쇼새우,튀김류,깐쇼새우,해당없음
깐풍기,튀김류,깐풍기,해당없음
깐풍새우,튀김류,깐풍새우,해당없음
깨죽,죽 및 스프류,깨죽,해당없음
깨찰빵_깨찰빵,빵 및 과자류,깨찰빵,해당없음
깨찰빵_깨찰빵,빵 및 과자류,깨찰빵,해당없음
깨찰빵_씨앗찰빵,빵 및 과자류,깨찰빵,해당없음
깨찰빵_쫀득쫀득한찰깨빵,빵 및 과자류,깨찰빵,해당없음
깨찰빵_쫀득쫀득한찰깨빵 (2개입),빵 및 과자류,깨찰빵,해당없음
깨찰빵_쫀득한모카찰깨빵,빵 및 과자류,깨찰빵,해당없음
깻잎김치,김치류,깻잎김치,해당없음
깻잎김치,김치류,깻잎김치,해당없음
깻잎나물,나물·숙채류,깻잎나물,해당없음
깻잎나물,나물·숙채류,깻잎나물,해당없음
깻잎나물_깻잎,나물·숙채류,깻잎나물,깻잎
깻잎나물볶음,나물·숙채류,깻잎나물볶음,해당없음
깻잎전,전·적 및 부침류,깻잎전,해당없음
깻잎찜,찜류,깻잎찜,해당없음
깻잎찜,찜류,깻잎찜,해당없음
깻잎찜,찜류,깻잎찜,해당없음
깻잎찜,찜류,깻잎찜,해당없음
꼬리곰탕,국 및 탕류,꼬리곰탕,해당없음
꼬막무침,찜류,꼬막무침,해당없음
꼬막찜,찜류,꼬막찜,해당없음
꼬막찜,찜류,꼬막찜,해당없음
꼬막찜_참꼬막,찜류,꼬막찜,참꼬막
꼬치구이_닭고기,구이류,꼬치구이,닭고기
꼬치구이_닭고기_대파,구이류,꼬치구이,닭고기
꼬치구치_낙지,전·적 및 부침류,꼬치구치,낙지
꽁치구이,구이류,꽁치구이,해당없음
꽁치구이,구이류,꽁치구이,해당없음
꽁치조림,조림류,꽁치조림,해당없음
꽁치조림_배추김치,조림류,꽁치조림,배추김치
꽁치조림_배추김치,조림류,꽁치조림,배추김치
꽁치조림_채소,조림류,꽁치조림,채소
꽁치조림_채소,조림류,꽁치조림,채소
꽁치찌개,찌개 및 전골류,꽁치찌개,해당없음
꽃게콩나물찜,찜류,꽃게콩나물찜,해당없음
꽃게탕,찌개 및 전골류,꽃게탕,해당없음
꽃게탕,찌개 및 전골류,꽃게탕,해당없음
꽃게탕,찌개 및 전골류,꽃게탕,해당없음
꽃게탕_간편조리세트_3마리꽃게탕,찌개 및 전골류,꽃게탕,해당없음
꽈리고추찜,찜류,꽈리고추찜,해당없음
꽈리고추찜,찜류,꽈리고추찜,해당없음
꿀떡,빵 및 과자류,꿀떡,해당없음
꿀차_꿀과실차 대추,음료 및 차류,꿀차,해당없음
꿀차_꿀과실차 레몬,음료 및 차류,꿀차,해당없음
꿀차_꿀과실차 모과,음료 및 차류,꿀차,해당없음
꿀차_꿀과실차 생강,음료 및 차류,꿀차,해당없음
꿀차_꿀과실차 유자,음료 및 차류,꿀차,해당없음
꿀차_꿀과실차 자몽,음료 및 차류,꿀차,해당없음
꿩불고기,구이류,꿩불고기,해당없음
나박김치,김치류,나박김치,해당없음
나베_간편조리세트_통등심가스나베,찌개 및 전골류,나베,해당없음
낙지무침,생채·무침류,낙지무침,해당없음
낙지볶음,볶음류,낙지볶음,해당없음
낙지볶음_채소,볶음류,낙지볶음,채소
낙지전골,찌개 및 전골류,낙지전골,해당없음
낙지전골,찌개 및 전골류,낙지전골,해당없음
낙지전골_간편조리세트_낙곱새,찌개 및 전골류,낙지전골,해당없음
낙지찜,찜류,낙지찜,해당없음
낙지탕,국 및 탕류,낙지탕,해당없음
난자완스,볶음류,난자완스,해당없음
내장전골,찌개 및 전골류,내장전골,해당없음
내장탕,국 및 탕류,내장탕,해당없음
냉국_미역,국 및 탕류,냉국,미역
냉국_미역_오이,국 및 탕류,냉국,미역
냉면_물냉면,면 및 만두류,냉면,물냉면
냉면_물냉면,면 및 만두류,냉면,물냉면
냉면_물냉면,면 및 만두류,냉면,물냉면
냉면_비빔냉면,면 및 만두류,냉면,비빔냉면
냉면_비빔냉면,면 및 만두류,냉면,비빔냉면
냉면_열무냉면,면 및 만두류,냉면,열무냉면
냉면_회냉면,면 및 만두류,냉면,회냉면
냉면_회냉면_홍어,면 및 만두류,냉면,회냉면
냉이나물,나물·숙채류,냉이나물,해당없음
냉이나물,나물·숙채류,냉이나물,해당없음
냉채_닭고기,생채·무침류,냉채,닭고기
냉채_해파리,생채·무침류,냉채,해파리
넙치(광어)회덮밥_양념장,밥류,넙치(광어)회덮밥,양념장
노각무침,생채·무침류,노각무침,해당없음
녹두빈대떡,전·적 및 부침류,녹두빈대떡,해당없음
녹차_그린티,음료 및 차류,녹차,해당없음
녹차_그린티 아이스(ICED),음료 및 차류,녹차,해당없음
녹차_녹차,음료 및 차류,녹차,해당없음
녹차_녹차 아이스(ICED),음료 및 차류,녹차,해당없음
녹차_녹차 아이스(ICED),음료 및 차류,녹차,해당없음
녹차_녹차 아이스(ICED),음료 및 차류,녹차,해당없음
녹차_녹차 핫(HOT),음료 및 차류,녹차,해당없음
녹차_녹차 핫(HOT),음료 및 차류,녹차,해당없음
녹차_녹차 핫(HOT),음료 및 차류,녹차,해당없음
녹차_자스민 그린티 아이스(ICED) (J),음료 및 차류,녹차,해당없음
녹차_자스민 그린티 아이스(ICED) (L),음료 및 차류,녹차,해당없음
녹차_자스민 그린티 핫(HOT) (J),음료 및 차류,녹차,해당없음
녹차_자스민 그린티 핫(HOT) (L),음료 및 차류,녹차,해당없음
녹차_제주 유기 녹차 아이스(ICED) (Tall),음료 및 차류,녹차,해당없음
녹차_제주 유기 녹차 핫(HOT) (Tall),음료 및 차류,녹차,해당없음
녹차_제주유기농녹차 아이스(ICED) (L),음료 및 차류,녹차,해당없음
녹차_제주유기농녹차 핫(HOT) (L),음료 및 차류,녹차,해당없음
녹차_프레시그린티 아이스(ICED),음료 및 차류,녹차,해당없음
녹차_프레시그린티 핫(HOT),음료 및 차류,녹차,해당없음
녹차_프루티 하동 아이스(ICED) (L),음료 및 차류,녹차,해당없음
녹차_프루티 하동 핫(HOT) (L),음료 및 차류,녹차,해당없음
녹차_해남 녹차 아이스(ICED),음료 및 차류,녹차,해당없음
녹차_해남 녹차 핫(HOT),음료 및 차류,녹차,해당없음
누룽지_뜨거운물첨가,밥류,누룽지,뜨거운물첨가
느타리버섯무침,생채·무침류,느타리버섯무침,해당없음
느타리버섯볶음,볶음류,느타리버섯볶음,해당없음
느타리버섯볶음_느타리버섯,볶음류,느타리버섯볶음,느타리버섯
느타리버섯볶음_느타리버섯_채소,볶음류,느타리버섯볶음,느타리버섯
느타리버섯볶음_느타리버섯_채소,볶음류,느타리버섯볶음,느타리버섯
느타리버섯볶음_느타리버섯_채소,볶음류,느타리버섯볶음,느타리버섯
느타리버섯볶음_느타리버섯_채소,볶음류,느타리버섯볶음,느타리버섯
다시마무침,생채·무침류,다시마무침,해당없음
다시마튀각,튀김류,다시마튀각,해당없음
다식_송화,빵 및 과자류,다식,송화
다쿠아즈,빵 및 과자류,다쿠아즈,해당없음
단무지,장아찌·절임류,단무지,해당없음
단무지무침,생채·무침류,단무지무침,해당없음
단무지무침,생채·무침류,단무지무침,해당없음
단무지무침,생채·무침류,단무지무침,해당없음
단무지무침,생채·무침류,단무지무침,해당없음
단호박찜,찜류,단호박찜,해당없음
달걀_삶은것,수·조·어·육류,달걀,삶은것
달걀_삶은것_노른자,수·조·어·육류,달걀,삶은것
달걀_삶은것_흰자,수·조·어·육류,달걀,삶은것
달걀국,국 및 탕류,달걀국,해당없음
달걀국,국 및 탕류,달걀국,해당없음
달걀국,국 및 탕류,달걀국,해당없음
달걀국,국 및 탕류,달걀국,해당없음
달걀국,국 및 탕류,달걀국,해당없음
달걀말이,전·적 및 부침류,달걀말이,해당없음
달걀말이_달걀만,전·적 및 부침류,달걀말이,달걀만
달걀말이_채소,전·적 및 부침류,달걀말이,채소
달걀말이_채소,전·적 및 부침류,달걀말이,채소
달걀말이_채소,전·적 및 부침류,달걀말이,채소
달걀말이_채소,전·적 및 부침류,달걀말이,채소
달걀부침(달걀후라이),전·적 및 부침류,달걀부침(달걀후라이),해당없음
달걀부침(달걀후라이),전·적 및 부침류,달걀부침(달걀후라이),해당없음
달걀부침(달걀후라이),전·적 및 부침류,달걀부침(달걀후라이),해당없음
달걀부침(달걀후라이),전·적 및 부침류,달걀부침(달걀후라이),해당없음
달걀부침(달걀후라이)_햄,전·적 및 부침류,달걀부침(달걀후라이),햄
달걀조림,조림류,달걀조림,해당없음
달걀찜_달걀만,찜류,달걀찜,달걀만
달걀찜_당근,찜류,달걀찜,당근
달걀찜_당근,찜류,달걀찜,당근
달걀찜_당근,찜류,달걀찜,당근
달걀찜_두부,찜류,달걀찜,두부
달걀찜_새우젓,찜류,달걀찜,새우젓
달걀찜_우유,찜류,달걀찜,우유
달걀찜_채소,찜류,달걀찜,채소
달걀탕_순두부,국 및 탕류,달걀탕,순두부
달래무침,생채·무침류,달래무침,해당없음
달래무침,생채·무침류,달래무침,해당없음
닭고기육개장,국 및 탕류,닭고기육개장,해당없음
닭고기육개장,국 및 탕류,닭고기육개장,해당없음
닭고기육개장,국 및 탕류,닭고기육개장,해당없음
닭고기육개장,국 및 탕류,닭고기육개장,해당없음
닭곰탕,국 및 탕류,닭곰탕,해당없음
닭구이,구이류,닭구이,해당없음
닭날개구이,구이류,닭날개구이,해당없음
닭다리튀김_간장,튀김류,닭다리튀김,간장
닭도리탕,조림류,닭도리탕,해당없음
닭도리탕,조림류,닭도리탕,해당없음
닭도리탕,조림류,닭도리탕,해당없음
닭모래집볶음,볶음류,닭모래집볶음,해당없음
닭모래집볶음,볶음류,닭모래집볶음,해당없음
닭모래집튀김,튀김류,닭모래집튀김,해당없음
닭발구이,구이류,닭발구이,해당없음
닭발볶음,볶음류,닭발볶음,해당없음
닭백숙,국 및 탕류,닭백숙,해당없음
닭볶음(닭갈비),볶음류,닭볶음(닭갈비),해당없음
닭볶음(닭갈비),볶음류,닭볶음(닭갈비),해당없음
닭볶음(닭갈비)_간편조리세트_모짜렐라 치즈 닭갈비,볶음류,닭볶음(닭갈비),해당없음
닭볶음(닭갈비)_간편조리세트_치즈 품은 닭갈비,볶음류,닭볶음(닭갈비),해당없음
닭볶음(닭갈비)_간편조리세트_치즈이불 닭갈비,볶음류,닭볶음(닭갈비),해당없음
닭볶음(닭갈비)_닭가슴살_피망,볶음류,닭볶음(닭갈비),닭가슴살
닭볶음(닭갈비)_매운양념,볶음류,닭볶음(닭갈비),매운양념
닭볶음(닭갈비)_매운양념,볶음류,닭볶음(닭갈비),매운양념
닭볶음(닭갈비)_매운양념,볶음류,닭볶음(닭갈비),매운양념
닭볶음(닭갈비)_매운양념_치즈,볶음류,닭볶음(닭갈비),매운양념
닭볶음탕,조림류,닭볶음탕,해당없음
닭볶음탕_간편조리세트_곱도리탕,조림류,닭볶음탕,해당없음
닭조림,조림류,닭조림,해당없음
닭조림,조림류,닭조림,해당없음
닭조림,조림류,닭조림,해당없음
닭조림,조림류,닭조림,해당없음
닭조림_고추장,조림류,닭조림,고추장
닭죽,죽 및 스프류,닭죽,해당없음
닭죽_채소,죽 및 스프류,닭죽,채소
닭죽_채소,죽 및 스프류,닭죽,채소
닭죽_채소,죽 및 스프류,닭죽,채소
닭찜,찜류,닭찜,해당없음
닭찜_간장,찜류,닭찜,간장
닭찜_간장,찜류,닭찜,간장
닭찜_간장,찜류,닭찜,간장
닭찜_간편조리세트_안동식 찜닭,찜류,닭찜,해당없음
닭찜_매운양념,찜류,닭찜,매운양념
닭찜_매운양념,찜류,닭찜,매운양념
닭찜_매운양념,찜류,닭찜,매운양념
닭찜_안동찜닭,찜류,닭찜,안동찜닭
닭튀김,튀김류,닭튀김,해당없음
닭튀김_날개,튀김류,닭튀김,날개
닭튀김_다리(넓적다리),튀김류,닭튀김,다리(넓적다리)
닭튀김_다리(아랫다리),튀김류,닭튀김,다리(아랫다리)
닭튀김_닭가슴살,튀김류,닭튀김,닭가슴살
닭튀김_목,튀김류,닭튀김,목
닭튀김_살코기,튀김류,닭튀김,살코기
당근볶음,볶음류,당근볶음,해당없음
대구볼찜,찜류,대구볼찜,해당없음
대구찜,찜류,대구찜,해당없음
대구포,수·조·어·육류,대구포,해당없음
대창구이_소고기,구이류,대창구이,소고기
대추차_사과 대추차,음료 및 차류,대추차,해당없음
더덕구이,구이류,더덕구이,해당없음
더덕구이,구이류,더덕구이,해당없음
더덕무침,생채·무침류,더덕무침,해당없음
더덕무침,생채·무침류,더덕무침,해당없음
더덕장아찌,장아찌·절임류,더덕장아찌,해당없음
덮밥_낙지,밥류,덮밥,낙지
덮밥_닭고기,밥류,덮밥,닭고기
덮밥_돼지고기(제육),밥류,덮밥,돼지고기(제육)
덮밥_돼지고기(제육),밥류,덮밥,돼지고기(제육)
덮밥_불고기,밥류,덮밥,불고기
덮밥_불고기,밥류,덮밥,불고기
덮밥_송이버섯,밥류,덮밥,송이버섯
덮밥_오징어,밥류,덮밥,오징어
덮밥_유산슬,밥류,덮밥,유산슬
덮밥_장어,밥류,덮밥,장어
덮밥_참치,밥류,덮밥,참치
덮밥_해물,밥류,덮밥,해물
도가니탕,국 및 탕류,도가니탕,해당없음
도넛,빵 및 과자류,도넛,해당없음
도라지나물무침,나물·숙채류,도라지나물무침,해당없음
도라지생채,생채·무침류,도라지생채,해당없음
도미구이,구이류,도미구이,해당없음
도미찜,찜류,도미찜,해당없음
도토리묵무침_채소,생채·무침류,도토리묵무침,채소
도토리묵무침_채소,생채·무침류,도토리묵무침,채소
도토리묵무침_채소,생채·무침류,도토리묵무침,채소
돈가스,튀김류,돈가스,해당없음
돈가스_간편조리세트_부타이로스카츠 (통등심돈가스),튀김류,돈가스,해당없음
돈가스_고구마,튀김류,돈가스,고구마
돈가스_돼지등심,튀김류,돈가스,돼지등심
돈가스_돼지안심,튀김류,돈가스,돼지안심
돈가스_치즈,튀김류,돈가스,치즈
돌나물,생채·무침류,돌나물,해당없음
돌나물,생채·무침류,돌나물,해당없음
돌나물,생채·무침류,돌나물,해당없음
돌나물무침,나물·숙채류,돌나물무침,해당없음
돌솥비빔밥_양념장,밥류,돌솥비빔밥,양념장
동치미,김치류,동치미,해당없음
동치미,김치류,동치미,해당없음
동태국,찌개 및 전골류,동태국,해당없음
동태까스_소스,튀김류,동태까스,소스
동태전,전·적 및 부침류,동태전,해당없음
동태전,전·적 및 부침류,동태전,해당없음
동태조림,조림류,동태조림,해당없음
동태조림,조림류,동태조림,해당없음
동태찌개,찌개 및 전골류,동태찌개,해당없음
동태찌개,찌개 및 전골류,동태찌개,해당없음
